gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	svalue_shrink	log2FC_shrink	comparison	samples_i	samples_j	gene_name	is_signif_pos	is_signif_neg	is_signif_any
Anogam_AGAP001713	10191.8374911162	-1.51278814426093	0.529957675312876	-2.8545452113092	0.00430984968217935	0.0183361255501285	0.00154981359064862	-1.27940787913388	Fem.Oecy-Bulk	Oecy	Bulk	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003050	9703.02419900626	3.02786416137617	0.734545459384565	4.12209227174727	3.7544674726746e-05	0.000365515805712717	3.28917763019246e-05	2.70356883628421	Fem.Oecy-Bulk	Oecy	Bulk	stearoyl-CoA desaturase (delta-9 desaturase)	TRUE	FALSE	TRUE
Anogam_AGAP003051	97.511644455363	-2.75863914051277	0.773574069705026	-3.56609567014659	0.000362339142541285	0.00247328492760669	0.000334170583728863	-2.35252624370222	Fem.Oecy-Bulk	Oecy	Bulk	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003418	64.257029670199	-4.10564848600108	1.0719549279576	-3.83005700978825	0.000128113574397398	0.00103217172695605	0.000202262178129371	-3.51216557283958	Fem.Oecy-Bulk	Oecy	Bulk	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP004572	150.34264834231	-2.50172241166751	0.553357592068329	-4.52098687634632	6.15520044961521e-06	8.01272404586041e-05	3.54357274323369e-06	-2.2909015833425	Fem.Oecy-Bulk	Oecy	Bulk		FALSE	TRUE	TRUE
Anogam_AGAP010149	538.009092187243	2.22440428124594	0.665500017626071	3.34245563085137	0.000830406297908782	0.0048580430189838	0.000517495264539985	1.9005850230638	Fem.Oecy-Bulk	Oecy	Bulk	cytochrome b5-related	FALSE	FALSE	FALSE
Anogam_AGAP010150	4001.23147171833	-0.0781530977242092	0.377692242518922	-0.206922697704848	0.836070229917535	0.897336083998756	0.142816695032898	-0.0699915112083664	Fem.Oecy-Bulk	Oecy	Bulk	cytochrome b5-related	FALSE	FALSE	FALSE
Anogam_AGAP011402	24.9611478340286	-0.810781086631969	0.771691158360291	-1.05065488680049	0.293417122711028	0.444606874149406	0.0595005089496243	-0.478462235936792	Fem.Oecy-Bulk	Oecy	Bulk	sphingolipid delta-4 desaturase	FALSE	FALSE	FALSE
Anogam_AGAP012111	356.909305271384	1.40203140037303	0.415091471434779	3.37764443949392	0.000731095459897536	0.00440292451187262	0.000190010822372119	1.26306678270436	Fem.Oecy-Bulk	Oecy	Bulk	sphingolipid delta-4 desaturase	FALSE	FALSE	FALSE
Anogam_AGAP012920	2366.78235718029	-1.36422968165077	0.503357497740208	-2.71025997978652	0.00672304881085626	0.0260865511690107	0.00207784026063841	-1.14553050823157	Fem.Oecy-Bulk	Oecy	Bulk		FALSE	FALSE	FALSE
Anogam_AGAP013071	1.50547654637982	-3.72789119900322	3.93153773257804	-0.948201811243642	0.343026725266912	NA	0.156270957970067	-0.145166982913992	Fem.Oecy-Bulk	Oecy	Bulk	Stearoyl-CoA desaturase 5	FALSE	FALSE	FALSE
Anogam_AGAP001713	7163.09114925224	-0.863186615973604	0.298565041120971	-2.89111750234638	0.00383874564141833	0.0101224658437118	0.000357222340875906	-0.807851633691337	Mal.Oecy-Bulk	Oecy	Bulk	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003050	9475.47894649313	2.9877666369368	0.524225738751574	5.69938943488747	1.20237275219965e-08	1.40851176274936e-07	5.43644488165269e-09	2.84527494612251	Mal.Oecy-Bulk	Oecy	Bulk	stearoyl-CoA desaturase (delta-9 desaturase)	TRUE	FALSE	TRUE
Anogam_AGAP003051	313.292517961078	-0.295738954793348	0.887255951066017	-0.333318648849889	NA	NA	0.0992944708503737	-0.165556712051542	Mal.Oecy-Bulk	Oecy	Bulk	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003418	2.60036423830397	5.1270845176951	2.88060254149099	1.77986530381986	0.0750980071174892	NA	0.0785883469207722	0.45150291021486	Mal.Oecy-Bulk	Oecy	Bulk	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP004572	67.3727042161321	-2.19853924681937	0.525924980258649	-4.18032861975511	2.91088124968983e-05	0.000138928673241001	9.52897894579518e-06	-2.01377255284433	Mal.Oecy-Bulk	Oecy	Bulk		FALSE	TRUE	TRUE
Anogam_AGAP010149	560.675402714277	3.22392794451492	0.440297340663086	7.32216083717358	2.44009440917333e-13	1.01964989881836e-11	9.39643807568588e-14	3.12314389154332	Mal.Oecy-Bulk	Oecy	Bulk	cytochrome b5-related	TRUE	FALSE	TRUE
Anogam_AGAP010150	4393.95083798993	-0.86798509107529	0.370510910475288	-2.34267080006321	0.0191462682553808	0.0408884550328013	0.0018677455610401	-0.786513619828656	Mal.Oecy-Bulk	Oecy	Bulk	cytochrome b5-related	FALSE	FALSE	FALSE
Anogam_AGAP011402	117.580027866204	-1.06475394625947	1.01593503045209	-1.04805318681221	0.29461410281111	0.398883811688289	0.0456910595891119	-0.566297271322375	Mal.Oecy-Bulk	Oecy	Bulk	sphingolipid delta-4 desaturase	FALSE	FALSE	FALSE
Anogam_AGAP012111	463.574703068292	0.58033940166814	0.263910250439724	2.19900288337109	0.0278777172795795	0.0563440815401572	0.00220875629807442	0.548876676408432	Mal.Oecy-Bulk	Oecy	Bulk	sphingolipid delta-4 desaturase	FALSE	FALSE	FALSE
Anogam_AGAP012920	1688.36657736633	-0.694876379411643	0.343084117340686	-2.02538195238465	0.0428281591857751	0.0813371769028127	0.00395062749435524	-0.633537282700916	Mal.Oecy-Bulk	Oecy	Bulk		FALSE	FALSE	FALSE
Anogam_AGAP013071	1.66443447957022	-2.6527246245068	2.6561651687938	-0.998704694900969	0.317937765671556	NA	0.0904391404757977	-0.310997861919205	Mal.Oecy-Bulk	Oecy	Bulk	Stearoyl-CoA desaturase 5	FALSE	FALSE	FALSE
Anogam_AGAP001713	15171.1065375178	0.514484791233888	0.376833318337775	1.36528477233196	0.172163563158434	0.276175731496077	0.0149263522052362	0.473006661705746	Bulk.Fem-Mal	Fem	Mal	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003050	2691.21480926626	-0.196598257777507	0.404181765432046	-0.48641050782525	0.626676141906622	0.73293564448807	0.0736196599275408	-0.168693305445493	Bulk.Fem-Mal	Fem	Mal	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003051	338.328675170559	-1.19238276373535	0.58615444894229	-2.03424671754517	0.0419267264068992	0.087535993898652	0.00610939859738643	-0.968608945217223	Bulk.Fem-Mal	Fem	Mal	stearoyl-CoA desaturase (delta-9 desaturase)	FALSE	FALSE	FALSE
Anogam_AGAP003418	72.0849638287681	9.51086163606407	1.4468592528657	6.57345323480949	4.91615189125319e-11	5.03926943426892e-10	3.28828940855267e-05	10.3364196479512	Bulk.Fem-Mal	Fem	Mal	stearoyl-CoA desaturase (delta-9 desaturase)	TRUE	FALSE	TRUE
Anogam_AGAP004572	222.007495517303	0.994652129615579	0.444968823466667	2.23532993135662	0.0253956964362092	0.0573934949367396	0.00280712886598259	0.874413881720567	Bulk.Fem-Mal	Fem	Mal		FALSE	FALSE	FALSE
Anogam_AGAP010149	183.83001244607	0.602482210868541	0.459580511068933	1.31093942488387	0.189878229755129	0.297536780968006	0.0196210472582397	0.511837623296192	Bulk.Fem-Mal	Fem	Mal	cytochrome b5-related	FALSE	FALSE	FALSE
Anogam_AGAP010150	6232.66018678688	-0.657810767216184	0.355698041943917	-1.84935166812052	0.0644070495568993	0.124716574903094	0.00587390965405552	-0.596597894820463	Bulk.Fem-Mal	Fem	Mal	cytochrome b5-related	FALSE	FALSE	FALSE
