Anogam_AGAP004677	"methylenetetrahydrofolate dehydrogenase(NAD+) - 52C10-methenyltetrahydrofolate"
Anogam_AGAP004678	""
Anogam_AGAP004679	"Folylpolyglutamate synthase"
Anogam_AGAP004680	""
Anogam_AGAP004681	""
Anogam_AGAP004682	"U4-U6 small nuclear ribonucleoprotein PRP3"
Anogam_AGAP028431	""
Anogam_AGAP004683	""
Anogam_AGAP004684	"rRNA-processing protein CGR1"
Anogam_AGAP004685	"DNA replication ATP-dependent helicase Dna2"
Anogam_AGAP004686	""
Anogam_AGAP004687	""
Anogam_AGAP028432	""
Anogam_AGAP004688	""
Anogam_AGAP004689	""
Anogam_AGAP004690	"CPF3 cuticular protein 3 from fifty-one aa family"
Anogam_AGAP004691	"LIM domain-binding protein 1"
Anogam_AGAP028433	""
Anogam_AGAP004692	""
Anogam_AGAP004693	"nuclear receptor subfamily 6 group A"
Anogam_AGAP004694	""
Anogam_AGAP028434	""
Anogam_AGAP028435	""
Anogam_AGAP004695	"ESCRT-I complex subunit MVB12"
Anogam_AGAP004696	"exd Homeobox protein extradenticle"
Anogam_AGAP004698	"pre-mRNA-splicing factor 38B"
Anogam_AGAP004699	"RAF proto-oncogene serine-threonine-protein kinase"
Anogam_AGAP004700	""
Anogam_AGAP004701	""
Anogam_AGAP028436	""
Anogam_AGAP004702	""
Anogam_AGAP004703	"DNA-directed RNA polymerase III subunit RPC1"
Anogam_AGAP004704	"COMPASS component SPP1"
Anogam_AGAP028437	""
Anogam_AGAP004706	""
Anogam_AGAP004707	"para voltage-gated sodium channel"
Anogam_AGAP004708	"arginyl-tRNA synthetase"
Anogam_AGAP004709	"mRpL18 39S ribosomal protein L182C mitochondrial"
Anogam_AGAP004710	"ubiquinol-cytochrome c reductase subunit 9"
Anogam_AGAP004711	"ATP-dependent RNA helicase DDX41"
Anogam_AGAP004712	""
Anogam_AGAP004713	""
Anogam_AGAP004714	""
Anogam_AGAP004715	"Pyruvate dehydrogenase phosphatase regulatory subunit2C mitochondrial"
Anogam_AGAP004716	"Gr57 gustatory receptor 57"
Anogam_AGAP004717	""
Anogam_AGAP004718	""
Anogam_AGAP004719	"CLIPC9 CLIP-domain serine protease"
Anogam_AGAP004720	""
Anogam_AGAP004721	"N-acetylglucosamine-6-sulfatase"
Anogam_AGAP004722	""
Anogam_AGAP004723	"chromobox protein homolog 1"
Anogam_AGAP004724	"Intraflagellar transport 74 homolog"
Anogam_AGAP004725	"eIF3c Eukaryotic translation initiation factor 3 subunit C"
Anogam_AGAP004726	"Uncharacterized protein CG3556"
Anogam_AGAP004727	"Gr25 gustatory receptor 25"
Anogam_AGAP004728	""
Anogam_AGAP004729	""
Anogam_AGAP004730	"phospholipase A22C venom"
Anogam_AGAP004731	"secretory phospholipase A2"
Anogam_AGAP029113	""
Anogam_AGAP004733	""
Anogam_AGAP004735	""
Anogam_AGAP004736	"mitochondrial GTPase 1 homolog"
Anogam_AGAP004737	"Rhomboid-42C isoform B"
Anogam_AGAP004738	"IK cytokine"
Anogam_AGAP004739	"H-ACA ribonucleoprotein complex subunit 4"
Anogam_AGAP004740	""
Anogam_AGAP004741	"serine proteinase"
Anogam_AGAP004742	"Pyruvate carboxylase"
Anogam_AGAP004743	"Transmembrane emp24 domain-containing protein"
Anogam_AGAP004744	"skap succinyl-CoA ligase beta subunit"
Anogam_AGAP004745	"transcription elongation regulator 1"
Anogam_AGAP004746	"Thoc5 THO complex subunit 5"
Anogam_AGAP004747	"Uncharacterized protein C05D11.1"
Anogam_AGAP004748	""
Anogam_AGAP004749	"coproporphyrinogen III oxidase"
Anogam_AGAP004750	"translation initiation factor 4G"
Anogam_AGAP004751	"condensin-2 complex subunit D3"
Anogam_AGAP004752	"tRNA (guanine-N(7)-)-methyltransferase"
Anogam_AGAP004753	""
Anogam_AGAP004754	"CASPL2 long caspase (CASPL2)"
Anogam_AGAP004755	""
Anogam_AGAP004756	""
Anogam_AGAP013546	"Vacuolar ATPase assembly integral membrane protein VMA21 homolog"
Anogam_AGAP004757	""
Anogam_AGAP004758	""
Anogam_AGAP004759	"oligoribonuclease"
Anogam_AGAP004760	""
Anogam_AGAP004761	""
Anogam_AGAP004762	"alpha-tocopherol transfer protein-like protein"
Anogam_AGAP004763	""
Anogam_AGAP004764	""
Anogam_AGAP004765	"ATP-dependent RNA helicase DDX1"
Anogam_AGAP028129	""
Anogam_AGAP004766	"endophilin-A"
Anogam_AGAP004767	""
Anogam_AGAP004768	"periodic tryptophan protein 1"
Anogam_AGAP004769	"Ras-related protein Rap-1b precursor"
Anogam_AGAP004770	"female reproductive tract protease GLEANR_896"
Anogam_AGAP004771	""
Anogam_AGAP004772	"SLIT-ROBO Rho GTPase activating protein"
Anogam_AGAP004773	"pyruvate dehydrogenase E1 component subunit alpha2C mitochondrial"
Anogam_AGAP004774	"host cell factor"
Anogam_AGAP004775	"Xaa-Pro dipeptidase"
Anogam_AGAP004776	"pre-mRNA-processing factor SLU7"
Anogam_AGAP004777	""
Anogam_AGAP004778	""
Anogam_AGAP004780	"cyclin-dependent kinase 12-13"
