Anogam_AGAP028453-RA Anogam_AGAP028453 383
Anogam_AGAP006776-RA Anogam_AGAP006776 13263
Anogam_AGAP006735-RA Anogam_AGAP006735 5730
Anogam_AGAP006461-RA Anogam_AGAP006461 3348
Anogam_AGAP006420-RA Anogam_AGAP006420 801
Anogam_AGAP028454-RA Anogam_AGAP028454 793
Anogam_AGAP006777-RA Anogam_AGAP006777 1325
Anogam_AGAP006736-RA Anogam_AGAP006736 1530
Anogam_AGAP006462-RA Anogam_AGAP006462 1533
Anogam_AGAP006421-RA Anogam_AGAP006421 780
Anogam_AGAP028455-RA Anogam_AGAP028455 339
Anogam_AGAP006778-RA Anogam_AGAP006778 1558
Anogam_AGAP006737-RA Anogam_AGAP006737 892
Anogam_AGAP006422-RA Anogam_AGAP006422 1633
Anogam_AGAP028456-RA Anogam_AGAP028456 1121
Anogam_AGAP006779-RA Anogam_AGAP006779 873
Anogam_AGAP006738-RA Anogam_AGAP006738 491
Anogam_AGAP006423-RA Anogam_AGAP006423 1640
Anogam_AGAP006190-RA Anogam_AGAP006190 934
Anogam_AGAP028457-RA Anogam_AGAP028457 448
Anogam_AGAP006739-RA Anogam_AGAP006739 2147
Anogam_AGAP006465-RA Anogam_AGAP006465 1849
Anogam_AGAP006424-RA Anogam_AGAP006424 1513
Anogam_AGAP006191-RA Anogam_AGAP006191 1081
Anogam_AGAP006150-RA Anogam_AGAP006150 340
Anogam_AGAP028458-RA Anogam_AGAP028458 274
Anogam_AGAP006466-RA Anogam_AGAP006466 1012
Anogam_AGAP006425-RA Anogam_AGAP006425 1513
Anogam_AGAP006192-RA Anogam_AGAP006192 1039
Anogam_AGAP006151-RA Anogam_AGAP006151 401
Anogam_AGAP028459-RA Anogam_AGAP028459 250
Anogam_AGAP006467-RA Anogam_AGAP006467 896
Anogam_AGAP006426-RA Anogam_AGAP006426 1692
Anogam_AGAP006193-RA Anogam_AGAP006193 643
Anogam_AGAP006152-RA Anogam_AGAP006152 1406
Anogam_AGAP006111-RA Anogam_AGAP006111 1909
Anogam_AGAP006468-RA Anogam_AGAP006468 2732
Anogam_AGAP006427-RA Anogam_AGAP006427 4162
Anogam_AGAP006194-RA Anogam_AGAP006194 564
Anogam_AGAP006153-RA Anogam_AGAP006153 302
Anogam_AGAP006469-RA Anogam_AGAP006469 1070
Anogam_AGAP006428-RA Anogam_AGAP006428 3352
Anogam_AGAP006195-RA Anogam_AGAP006195 618
Anogam_AGAP006154-RA Anogam_AGAP006154 178
Anogam_AGAP006196-RA Anogam_AGAP006196 570
Anogam_AGAP006155-RA Anogam_AGAP006155 533
Anogam_AGAP006197-RA Anogam_AGAP006197 576
Anogam_AGAP006156-RA Anogam_AGAP006156 760
Anogam_AGAP006115-RA Anogam_AGAP006115 4039
Anogam_AGAP006198-RA Anogam_AGAP006198 618
Anogam_AGAP006157-RA Anogam_AGAP006157 683
Anogam_AGAP006116-RA Anogam_AGAP006116 3615
Anogam_AGAP006199-RA Anogam_AGAP006199 558
Anogam_AGAP006158-RA Anogam_AGAP006158 3321
Anogam_AGAP006117-RA Anogam_AGAP006117 982
Anogam_AGAP006159-RA Anogam_AGAP006159 724
Anogam_AGAP006118-RA Anogam_AGAP006118 1532
Anogam_AGAP006119-RA Anogam_AGAP006119 1318
Anogam_AGAP007730-RA Anogam_AGAP007730 1758
Anogam_AGAP004890-RA Anogam_AGAP004890 1310
Anogam_AGAP004891-RA Anogam_AGAP004891 895
Anogam_AGAP004850-RA Anogam_AGAP004850 10624
Anogam_AGAP004892-RA Anogam_AGAP004892 9736
Anogam_AGAP004851-RA Anogam_AGAP004851 823
Anogam_AGAP004810-RA Anogam_AGAP004810 576
Anogam_AGAP007460-RB Anogam_AGAP007460 256
Anogam_AGAP004893-RA Anogam_AGAP004893 849
Anogam_AGAP004852-RB Anogam_AGAP004852 2140
Anogam_AGAP004811-RA Anogam_AGAP004811 579
Anogam_AGAP007461-RA Anogam_AGAP007461 1154
Anogam_AGAP007420-RA Anogam_AGAP007420 1263
Anogam_AGAP004894-RA Anogam_AGAP004894 164
Anogam_AGAP004853-RA Anogam_AGAP004853 2018
Anogam_AGAP004812-RA Anogam_AGAP004812 2671
Anogam_AGAP007462-RA Anogam_AGAP007462 1202
Anogam_AGAP007421-RA Anogam_AGAP007421 1165
Anogam_AGAP004895-RA Anogam_AGAP004895 927
Anogam_AGAP004854-RA Anogam_AGAP004854 4481
Anogam_AGAP004813-RA Anogam_AGAP004813 190
Anogam_AGAP007463-RA Anogam_AGAP007463 1202
Anogam_AGAP007422-RA Anogam_AGAP007422 3109
Anogam_AGAP004896-RA Anogam_AGAP004896 1032
Anogam_AGAP004855-RA Anogam_AGAP004855 1229
Anogam_AGAP004814-RA Anogam_AGAP004814 190
Anogam_AGAP007464-RA Anogam_AGAP007464 1202
Anogam_AGAP007423-RA Anogam_AGAP007423 2943
Anogam_AGAP007190-RA Anogam_AGAP007190 266
Anogam_AGAP004897-RA Anogam_AGAP004897 412
Anogam_AGAP004856-RA Anogam_AGAP004856 1137
Anogam_AGAP004815-RA Anogam_AGAP004815 193
Anogam_AGAP029142-RA Anogam_AGAP029142 1771
Anogam_AGAP007465-RA Anogam_AGAP007465 1199
Anogam_AGAP007191-RA Anogam_AGAP007191 257
Anogam_AGAP007150-RA Anogam_AGAP007150 256
Anogam_AGAP004816-RA Anogam_AGAP004816 749
Anogam_AGAP029102-RA Anogam_AGAP029102 2011
Anogam_AGAP007466-RA Anogam_AGAP007466 1205
Anogam_AGAP007192-RA Anogam_AGAP007192 257
Anogam_AGAP007151-RA Anogam_AGAP007151 427
Anogam_AGAP007110-RA Anogam_AGAP007110 1678
Anogam_AGAP004899-RA Anogam_AGAP004899 1700
Anogam_AGAP004817-RA Anogam_AGAP004817 3737
Anogam_AGAP029185-RA Anogam_AGAP029185 2113
Anogam_AGAP007467-RA Anogam_AGAP007467 1220
Anogam_AGAP007193-RA Anogam_AGAP007193 257
Anogam_AGAP007152-RA Anogam_AGAP007152 253
Anogam_AGAP007111-RA Anogam_AGAP007111 683
Anogam_AGAP004859-RA Anogam_AGAP004859 791
Anogam_AGAP004818-RA Anogam_AGAP004818 411
Anogam_AGAP007468-RA Anogam_AGAP007468 1220
Anogam_AGAP007194-RA Anogam_AGAP007194 227
Anogam_AGAP007153-RA Anogam_AGAP007153 286
Anogam_AGAP007112-RA Anogam_AGAP007112 1930
Anogam_AGAP004819-RC Anogam_AGAP004819 542
Anogam_AGAP029187-RA Anogam_AGAP029187 3494
Anogam_AGAP007469-RA Anogam_AGAP007469 1220
Anogam_AGAP007195-RA Anogam_AGAP007195 251
Anogam_AGAP007154-RA Anogam_AGAP007154 436
Anogam_AGAP007113-RA Anogam_AGAP007113 1214
Anogam_AGAP029106-RA Anogam_AGAP029106 2827
Anogam_AGAP007196-RA Anogam_AGAP007196 284
Anogam_AGAP007155-RA Anogam_AGAP007155 352
Anogam_AGAP007114-RA Anogam_AGAP007114 4215
Anogam_AGAP007197-RA Anogam_AGAP007197 482
Anogam_AGAP007156-RA Anogam_AGAP007156 283
Anogam_AGAP007115-RA Anogam_AGAP007115 1139
Anogam_AGAP007198-RA Anogam_AGAP007198 5210
Anogam_AGAP007157-RA Anogam_AGAP007157 254
Anogam_AGAP007116-RA Anogam_AGAP007116 386
Anogam_AGAP007199-RA Anogam_AGAP007199 203
Anogam_AGAP007158-RA Anogam_AGAP007158 623
Anogam_AGAP007117-RA Anogam_AGAP007117 1354
Anogam_AGAP007159-RA Anogam_AGAP007159 623
Anogam_AGAP007118-RA Anogam_AGAP007118 6137
Anogam_AGAP007119-RA Anogam_AGAP007119 964
Anogam_AGAP005890-RA Anogam_AGAP005890 436
Anogam_AGAP005891-RB Anogam_AGAP005891 1723
Anogam_AGAP005850-RA Anogam_AGAP005850 1304
Anogam_AGAP005892-RA Anogam_AGAP005892 2708
Anogam_AGAP005851-RA Anogam_AGAP005851 1207
Anogam_AGAP005810-RA Anogam_AGAP005810 2546
Anogam_AGAP005893-RA Anogam_AGAP005893 677
Anogam_AGAP005852-RA Anogam_AGAP005852 389
Anogam_AGAP005811-RA Anogam_AGAP005811 2713
Anogam_AGAP005894-RA Anogam_AGAP005894 1820
Anogam_AGAP005853-RA Anogam_AGAP005853 2258
Anogam_AGAP005812-RA Anogam_AGAP005812 732
Anogam_AGAP005895-RA Anogam_AGAP005895 1384
Anogam_AGAP005854-RA Anogam_AGAP005854 784
Anogam_AGAP005813-RA Anogam_AGAP005813 455
Anogam_AGAP005580-RA Anogam_AGAP005580 491
Anogam_AGAP005896-RA Anogam_AGAP005896 1573
Anogam_AGAP005855-RA Anogam_AGAP005855 893
Anogam_AGAP005814-RA Anogam_AGAP005814 2097
Anogam_AGAP005581-RA Anogam_AGAP005581 990
Anogam_AGAP005540-RA Anogam_AGAP005540 966
Anogam_AGAP005897-RA Anogam_AGAP005897 3242
Anogam_AGAP005856-RA Anogam_AGAP005856 3636
Anogam_AGAP005815-RA Anogam_AGAP005815 908
Anogam_AGAP005582-RA Anogam_AGAP005582 1051
Anogam_AGAP005541-RA Anogam_AGAP005541 7604
Anogam_AGAP005500-RA Anogam_AGAP005500 736
Anogam_AGAP005898-RA Anogam_AGAP005898 1320
Anogam_AGAP005857-RA Anogam_AGAP005857 1221
Anogam_AGAP005816-RA Anogam_AGAP005816 3540
Anogam_AGAP005583-RA Anogam_AGAP005583 3014
Anogam_AGAP005542-RA Anogam_AGAP005542 1296
Anogam_AGAP005501-RA Anogam_AGAP005501 742
Anogam_AGAP005899-RA Anogam_AGAP005899 768
Anogam_AGAP005858-RA Anogam_AGAP005858 592
Anogam_AGAP005817-RA Anogam_AGAP005817 904
Anogam_AGAP005584-RA Anogam_AGAP005584 2231
Anogam_AGAP005543-RA Anogam_AGAP005543 847
Anogam_AGAP005502-RA Anogam_AGAP005502 733
Anogam_AGAP005859-RA Anogam_AGAP005859 603
Anogam_AGAP005818-RA Anogam_AGAP005818 763
Anogam_AGAP005585-RC Anogam_AGAP005585 674
Anogam_AGAP005544-RA Anogam_AGAP005544 1569
Anogam_AGAP005503-RA Anogam_AGAP005503 739
Anogam_AGAP005270-RA Anogam_AGAP005270 971
Anogam_AGAP005819-RA Anogam_AGAP005819 2197
Anogam_AGAP005586-RA Anogam_AGAP005586 1683
Anogam_AGAP005545-RA Anogam_AGAP005545 2248
Anogam_AGAP005504-RA Anogam_AGAP005504 1088
Anogam_AGAP005271-RA Anogam_AGAP005271 1104
Anogam_AGAP005230-RA Anogam_AGAP005230 1352
Anogam_AGAP005587-RA Anogam_AGAP005587 890
Anogam_AGAP005546-RA Anogam_AGAP005546 5387
