event	freq_diff	mean_logtpm	pval	pval.corr	comparison	group.i	group.j	mean_freq.i	mean_freq.j
Anogam_AGAP004677-RA	-0.267505719284331	0.859018803733244	0.0099700897308076	0.114033831685519	OeCa M	OecyM	BulkM	0.22858173140223	0.496087450686561
Anogam_AGAP004677-RB	0.267505719284331	1.34681467959009	0.0099700897308076	0.114033831685519	OeCa M	OecyM	BulkM	0.77141826859777	0.503912549313439
Anogam_AGAP004681-RA	0	0.915787552236645	0.101196410767697	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004682-RA	0	1.43382118929463	0.0957128614157527	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP028431-RA	0	0.625100472188992	0.0917248255234297	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004683-RA	0	-0.325497047368836	0.112662013958126	0.114325257792542	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004685-RA	0.0475108893562599	-Inf	0.0437375745526839	0.114033831685519	OeCa M	OecyM	BulkM	0.975192796258356	0.927681906902096
Anogam_AGAP004685-RB	-0.0475108893562599	1.13652067642484	0.0603190428713858	0.114033831685519	OeCa M	OecyM	BulkM	0.0248072037416443	0.0723180930979042
Anogam_AGAP004687-RA	NA	1.64435174684512	NA	NA	OeCa M	OecyM	BulkM	NA	1
Anogam_AGAP028432-RA	0	0.504052123095852	0.102691924227318	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004688-RA	0	0.843170411015422	0.102691924227318	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004690-RA	0	0.321132791076495	0.102193419740778	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004691-RA	0	-0.379096740987577	0.0977068793619142	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004693-RA	0	0.525113310475785	0.0942173479561316	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004694-RA	0	0.344920340765872	0.0977068793619142	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004696-RA	0	-0.369476575702569	0.0982053838484546	0.114033831685519	OeCa M	OecyM	BulkM	1	1
Anogam_AGAP004698-RA	0	-Inf	0.0825049701789264	0.114033831685519	OeCa M	OecyM	BulkM	1	1
